run,alpha,method,accuracies
940,1,lp2,1
940,1,sl,0.3
940,1,sl2,0.3
939,1,wt,0.3
939,1,wt2,0.22
939,1,l,0.28
939,1,l2,0.44
939,1,fg,0.32
939,1,fg2,0.4
939,1,eb,0.22
939,1,eb2,0.96
939,1,im,0.22
939,1,im2,0.22
939,1,lp,0.22
939,1,lp2,1
939,1,sl,0.3
939,1,sl2,0.3
938,1,wt,0.3
938,1,wt2,0.26
938,1,l,0.34
938,1,l2,0.46
938,1,fg,0.26
938,1,fg2,0.46
938,1,eb,0.26
938,1,eb2,0.98
938,1,im,0.26
938,1,im2,0.26
938,1,lp,0.26
938,1,lp2,1
938,1,sl,0.34
938,1,sl2,0.34
937,1,wt,0.34
937,1,wt2,0.26
937,1,l,0.3
937,1,l2,0.48
937,1,fg,0.28
937,1,fg2,0.48
937,1,eb,0.26
937,1,eb2,0.98
937,1,im,0.26
937,1,im2,0.26
937,1,lp,0.26
937,1,lp2,1
937,1,sl,0.3
937,1,sl2,0.28
936,1,wt,0.32
936,1,wt2,0.28
936,1,l,0.3
936,1,l2,0.38
936,1,fg,0.3
936,1,fg2,0.44
936,1,eb,0.28
936,1,eb2,1
936,1,im,0.28
936,1,im2,0.28
936,1,lp,0.28
936,1,lp2,1
936,1,sl,0.28
936,1,sl2,0.28
935,1,wt,0.38
935,1,wt2,0.28
935,1,l,0.32
935,1,l2,0.46
935,1,fg,0.34
935,1,fg2,0.48
935,1,eb,0.28
935,1,eb2,0.98
935,1,im,0.28
935,1,im2,0.28
935,1,lp,0.28
935,1,lp2,1
935,1,sl,0.32
935,1,sl2,0.36
934,1,wt,0.32
934,1,wt2,0.28
934,1,l,0.32
934,1,l2,0.36
934,1,fg,0.36
934,1,fg2,0.38
934,1,eb,0.28
934,1,eb2,0.98
934,1,im,0.28
934,1,im2,0.28
934,1,lp,0.28
934,1,lp2,1
934,1,sl,0.34
934,1,sl2,0.34
933,1,wt,0.28
933,1,wt2,0.28
933,1,l,0.3
933,1,l2,0.42
933,1,fg,0.28
933,1,fg2,0.34
933,1,eb,0.28
933,1,eb2,0.96
933,1,im,0.28
933,1,im2,0.28
933,1,lp,0.28
933,1,lp2,1
933,1,sl,0.28
933,1,sl2,0.3
932,1,wt,0.3
932,1,wt2,0.24
932,1,l,0.32
932,1,l2,0.38
932,1,fg,0.34
932,1,fg2,0.36
932,1,eb,0.24
932,1,eb2,0.98
932,1,im,0.24
932,1,im2,0.24
932,1,lp,0.24
932,1,lp2,1
932,1,sl,0.32
932,1,sl2,0.3
931,1,wt,0.22
931,1,wt2,0.22
931,1,l,0.34
931,1,l2,0.42
931,1,fg,0.26
931,1,fg2,0.38
931,1,eb,0.22
931,1,eb2,0.98
931,1,im,0.22
931,1,im2,0.22
931,1,lp,0.22
931,1,lp2,1
931,1,sl,0.3
931,1,sl2,0.3
930,1,wt,0.3
930,1,wt2,0.24
930,1,l,0.24
930,1,l2,0.4
930,1,fg,0.28
930,1,fg2,0.42
930,1,eb,0.24
930,1,eb2,0.98
930,1,im,0.24
930,1,im2,0.24
930,1,lp,0.24
930,1,lp2,1
930,1,sl,0.32
930,1,sl2,0.34
929,1,wt,0.28
929,1,wt2,0.28
929,1,l,0.3
929,1,l2,0.36
929,1,fg,0.3
929,1,fg2,0.38
929,1,eb,0.28
929,1,eb2,0.88
929,1,im,0.28
929,1,im2,0.28
929,1,lp,0.28
929,1,lp2,1
929,1,sl,0.28
929,1,sl2,0.28
928,1,wt,0.3
928,1,wt2,0.28
928,1,l,0.32
928,1,l2,0.4
928,1,fg,0.34
928,1,fg2,0.4
928,1,eb,0.28
928,1,eb2,0.98
928,1,im,0.28
928,1,im2,0.28
928,1,lp,0.28
928,1,lp2,1
928,1,sl,0.3
928,1,sl2,0.3
927,1,wt,0.3
927,1,wt2,0.3
927,1,l,0.34
927,1,l2,0.48
927,1,fg,0.38
927,1,fg2,0.46
927,1,eb,0.3
927,1,eb2,1
927,1,im,0.3
927,1,im2,0.3
927,1,lp,0.3
927,1,lp2,1
927,1,sl,0.32
927,1,sl2,0.3
926,1,wt,0.32
926,1,wt2,0.26
926,1,l,0.3
926,1,l2,0.36
926,1,fg,0.26
926,1,fg2,0.36
926,1,eb,0.26
926,1,eb2,0.98
926,1,im,0.26
926,1,im2,0.26
926,1,lp,0.26
926,1,lp2,1
926,1,sl,0.34
926,1,sl2,0.34
925,1,wt,0.3
925,1,wt2,0.3
925,1,l,0.32
925,1,l2,0.46
925,1,fg,0.32
925,1,fg2,0.38
925,1,eb,0.3
925,1,eb2,0.94
925,1,im,0.3
925,1,im2,0.3
925,1,lp,0.3
925,1,lp2,1
925,1,sl,0.34
925,1,sl2,0.36
924,1,wt,0.24
924,1,wt2,0.24
924,1,l,0.28
924,1,l2,0.4
924,1,fg,0.24
924,1,fg2,0.38
924,1,eb,0.24
924,1,eb2,0.98
924,1,im,0.24
924,1,im2,0.24
924,1,lp,0.24
924,1,lp2,1
924,1,sl,0.3
924,1,sl2,0.28
923,1,wt,0.34
923,1,wt2,0.26
923,1,l,0.26
923,1,l2,0.38
923,1,fg,0.26
923,1,fg2,0.42
923,1,eb,0.26
923,1,eb2,0.96
923,1,im,0.26
923,1,im2,0.26
923,1,lp,0.26
923,1,lp2,1
923,1,sl,0.32
923,1,sl2,0.32
922,1,wt,0.34
922,1,wt2,0.26
922,1,l,0.36
922,1,l2,0.44
922,1,fg,0.32
922,1,fg2,0.36
922,1,eb,0.26
922,1,eb2,1
922,1,im,0.26
922,1,im2,0.26
922,1,lp,0.26
922,1,lp2,1
922,1,sl,0.34
922,1,sl2,0.38
921,1,wt,0.34
921,1,wt2,0.26
921,1,l,0.36
921,1,l2,0.42
921,1,fg,0.32
921,1,fg2,0.42
921,1,eb,0.26
921,1,eb2,1
921,1,im,0.26
921,1,im2,0.26
921,1,lp,0.26
921,1,lp2,1
921,1,sl,0.34
921,1,sl2,0.34
920,1,wt,0.4
920,1,wt2,0.28
920,1,l,0.32
920,1,l2,0.44
920,1,fg,0.32
920,1,fg2,0.44
920,1,eb,0.28
920,1,eb2,0.9
920,1,im,0.28
920,1,im2,0.28
920,1,lp,0.28
920,1,lp2,1
920,1,sl,0.32
920,1,sl2,0.34
919,1,wt,0.28
919,1,wt2,0.26
919,1,l,0.26
919,1,l2,0.38
919,1,fg,0.26
919,1,fg2,0.4
919,1,eb,0.26
919,1,eb2,0.86
919,1,im,0.26
919,1,im2,0.26
919,1,lp,0.26
919,1,lp2,1
919,1,sl,0.26
919,1,sl2,0.26
918,1,wt,0.36
918,1,wt2,0.36
918,1,l,0.38
918,1,l2,0.44
918,1,fg,0.36
918,1,fg2,0.46
918,1,eb,0.36
918,1,eb2,0.94
918,1,im,0.36
918,1,im2,0.36
918,1,lp,0.36
918,1,lp2,1
918,1,sl,0.42
918,1,sl2,0.36
917,1,wt,0.28
917,1,wt2,0.28
917,1,l,0.32
917,1,l2,0.36
917,1,fg,0.32
917,1,fg2,0.4
917,1,eb,0.28
917,1,eb2,0.94
917,1,im,0.28
917,1,im2,0.28
917,1,lp,0.28
917,1,lp2,1
917,1,sl,0.32
917,1,sl2,0.32
916,1,wt,0.34
916,1,wt2,0.3
916,1,l,0.3
916,1,l2,0.48
916,1,fg,0.34
916,1,fg2,0.38
916,1,eb,0.3
916,1,eb2,0.94
916,1,im,0.3
916,1,im2,0.3
916,1,lp,0.3
916,1,lp2,1
916,1,sl,0.34
916,1,sl2,0.34
915,1,wt,0.28
915,1,wt2,0.28
915,1,l,0.32
915,1,l2,0.38
915,1,fg,0.28
915,1,fg2,0.4
915,1,eb,0.28
915,1,eb2,0.96
915,1,im,0.28
915,1,im2,0.28
915,1,lp,0.28
915,1,lp2,1
915,1,sl,0.34
915,1,sl2,0.34
914,1,wt,0.38
914,1,wt2,0.3
914,1,l,0.32
914,1,l2,0.36
914,1,fg,0.34
914,1,fg2,0.38
914,1,eb,0.3
914,1,eb2,0.92
914,1,im,0.3
914,1,im2,0.3
914,1,lp,0.3
914,1,lp2,1
914,1,sl,0.38
914,1,sl2,0.38
913,1,wt,0.3
913,1,wt2,0.28
913,1,l,0.3
913,1,l2,0.4
913,1,fg,0.34
913,1,fg2,0.38
913,1,eb,0.28
913,1,eb2,1
913,1,im,0.28
913,1,im2,0.28
913,1,lp,0.28
913,1,lp2,1
913,1,sl,0.34
913,1,sl2,0.34
912,1,wt,0.32
912,1,wt2,0.28
