run,alpha,method,accuracies
934,0.1,fg2,1
934,0.1,eb,0.54
934,0.1,eb2,0.6
934,0.1,im,1
934,0.1,im2,1
934,0.1,lp,1
934,0.1,lp2,1
934,0.1,sl,1
934,0.1,sl2,1
933,0.1,wt,1
933,0.1,wt2,1
933,0.1,l,1
933,0.1,l2,1
933,0.1,fg,1
933,0.1,fg2,1
933,0.1,eb,0.68
933,0.1,eb2,0.68
933,0.1,im,1
933,0.1,im2,1
933,0.1,lp,1
933,0.1,lp2,1
933,0.1,sl,1
933,0.1,sl2,1
932,0.1,wt,1
932,0.1,wt2,1
932,0.1,l,1
932,0.1,l2,1
932,0.1,fg,1
932,0.1,fg2,1
932,0.1,eb,0.62
932,0.1,eb2,0.62
932,0.1,im,1
932,0.1,im2,1
932,0.1,lp,1
932,0.1,lp2,1
932,0.1,sl,1
932,0.1,sl2,1
931,0.1,wt,1
931,0.1,wt2,1
931,0.1,l,1
931,0.1,l2,1
931,0.1,fg,1
931,0.1,fg2,1
931,0.1,eb,0.7
931,0.1,eb2,0.7
931,0.1,im,1
931,0.1,im2,1
931,0.1,lp,1
931,0.1,lp2,1
931,0.1,sl,1
931,0.1,sl2,1
930,0.1,wt,1
930,0.1,wt2,1
930,0.1,l,1
930,0.1,l2,1
930,0.1,fg,1
930,0.1,fg2,1
930,0.1,eb,0.52
930,0.1,eb2,1
930,0.1,im,1
930,0.1,im2,1
930,0.1,lp,1
930,0.1,lp2,1
930,0.1,sl,1
930,0.1,sl2,1
929,0.1,wt,1
929,0.1,wt2,1
929,0.1,l,1
929,0.1,l2,1
929,0.1,fg,1
929,0.1,fg2,1
929,0.1,eb,0.7
929,0.1,eb2,0.7
929,0.1,im,1
929,0.1,im2,1
929,0.1,lp,1
929,0.1,lp2,0.82
929,0.1,sl,1
929,0.1,sl2,1
928,0.1,wt,1
928,0.1,wt2,1
928,0.1,l,1
928,0.1,l2,1
928,0.1,fg,1
928,0.1,fg2,1
928,0.1,eb,0.42
928,0.1,eb2,0.72
928,0.1,im,1
928,0.1,im2,1
928,0.1,lp,1
928,0.1,lp2,1
928,0.1,sl,0.98
928,0.1,sl2,1
927,0.1,wt,1
927,0.1,wt2,1
927,0.1,l,1
927,0.1,l2,1
927,0.1,fg,1
927,0.1,fg2,1
927,0.1,eb,0.4
927,0.1,eb2,1
927,0.1,im,1
927,0.1,im2,1
927,0.1,lp,1
927,0.1,lp2,1
927,0.1,sl,1
927,0.1,sl2,1
926,0.1,wt,1
926,0.1,wt2,1
926,0.1,l,1
926,0.1,l2,1
926,0.1,fg,1
926,0.1,fg2,1
926,0.1,eb,0.5
926,0.1,eb2,0.6
926,0.1,im,1
926,0.1,im2,1
926,0.1,lp,1
926,0.1,lp2,1
926,0.1,sl,1
926,0.1,sl2,1
925,0.1,wt,1
925,0.1,wt2,1
925,0.1,l,1
925,0.1,l2,1
925,0.1,fg,1
925,0.1,fg2,1
925,0.1,eb,0.6
925,0.1,eb2,0.6
925,0.1,im,1
925,0.1,im2,1
925,0.1,lp,1
925,0.1,lp2,1
925,0.1,sl,1
925,0.1,sl2,1
924,0.1,wt,1
924,0.1,wt2,1
924,0.1,l,1
924,0.1,l2,1
924,0.1,fg,1
924,0.1,fg2,1
924,0.1,eb,0.8
924,0.1,eb2,0.96
924,0.1,im,1
924,0.1,im2,1
924,0.1,lp,1
924,0.1,lp2,1
924,0.1,sl,1
924,0.1,sl2,1
923,0.1,wt,1
923,0.1,wt2,1
923,0.1,l,1
923,0.1,l2,1
923,0.1,fg,1
923,0.1,fg2,1
923,0.1,eb,0.56
923,0.1,eb2,0.78
923,0.1,im,1
923,0.1,im2,1
923,0.1,lp,1
923,0.1,lp2,1
923,0.1,sl,1
923,0.1,sl2,1
922,0.1,wt,1
922,0.1,wt2,1
922,0.1,l,1
922,0.1,l2,1
922,0.1,fg,1
922,0.1,fg2,1
922,0.1,eb,0.58
922,0.1,eb2,0.92
922,0.1,im,1
922,0.1,im2,1
922,0.1,lp,1
922,0.1,lp2,1
922,0.1,sl,1
922,0.1,sl2,1
921,0.1,wt,1
